Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab ühistranspordiga kooli?;Kui tihti läheb jalgsi kooli?;Kui tihti sõidab jalgrattaga kooli?;Kui tihti läheb motoriseeritud kaherattalisega kooli?;Kui tihti sõidab ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb autoga koolist?;Kui tihti viiakse autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb ühistranspordiga koolist?;Kui tihti jalgsi koolist?;Kui tihti tuleb jalgrattaga koolist?;Kui tihti tuleb motoriseeritud kaherattalisega koolist?;Kui tihti sõidab ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/22/2019 22:06:38;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;3;3;1;1;1;1;Sõltub ilmaoludest ja valge aja pikkusest päevas;2;1;4;1;1;1;1;Autoga toome siis, kui koolipäevad on pikad ja väsitavad, on vaja kiirelt trenni või arstile jõuda. ;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;21-30 minutit;Viime halva ilma korral, Kui lapsed paluvad, Kui lapsed on hommikul väga väsinud, Viime ühistranspordi peatuseni, sest tee sinna on muidu ohtlik.;4;4;Käibki suhteliselt iseseisvalt. Pimedatel ja jäistel talvehommikutel toetame vajadusel lisaks.  ;46-60 minutit;"Kui kool algaks nt 9.00 ja väljas oleks talvel pisut valgem kooli minna
";4;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks;3;Lapsi kooli toovad vanemad liiklevad risti-rästi ja arvestavad valdavalt vaid oma lapse turvalisusega.;Pargin koolist eemale;Ei, sest liikluskorraldus avalikel tänavatel ei kuulu kooli kompententsi ja mõjualasse. Lapsevanemaid saab ainult harida.;Jah;Kooli territooriumi väravas võiks hommikul olla valve (nt valvelaua töötaja), kes lubab sinna vaid õpetajate autod. Vanemad ei pääseks siis kooli territooriumile autoga.
11/22/2019 23:22:33;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;4;2;1;1;1;1;Kõige turvalisem ;1;1;5;2;1;1;1;kõige turvalisem;Viin autoga kooli (isegi kui vahel harva);5;Tuleb ületada Õismäe  ja Karikakra bussi peatusest neljarealine ilma valgusfoorita tee. Seal võiksid  olla valgusfoorid.;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Viime, selleks, et see aitab meil oma (lapsevanema) päeva rutiini hoida, Sest nii on ohutum;3;3;Siis laps oleks iseseisvam.;11-20 minutit;Turvalised tee ületamised ;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Lubatud sõidukiirust ületavad juhid, Reguleerimata ülekäiguradade eest ei peatuta.;1;Autod ja  jalakäijatele puudub tee, mistõttu tuleb liigelda auto teel.;peatun Järveotsa teel, kuna seal puuduvad parkimisvõimalused. Kuid jalakäijatele puudub seal tee ja lapsed peavad ka mudaseks trambitud murul või auto teel kooli minema ca 100 m.;"Linnaosavalitsus võiks teha jalakäijatele tee Järveotsa tee poolsele küljele , kus 
on autodele keelumärk paigaldatud.";;Lapsed võiksid pääseda kooli aeda (või jalakäija tee võiks olla aia sees), et vältida ohtlikku olukorda Järveotsa tee poolt kooli minejatele.
11/22/2019 23:42:52;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;5;2;1;1;1;1;Buss hommikuti ülekoormatud, sõidan nagunii tööle täpselt koolist mööda, jalgsi ja rattaga pole osa teed turvaline minna;1;1;5;2;1;1;1;Ainuke turvaline võimalus koju saada;Viin autoga kooli (isegi kui vahel harva);4;Hommikul kooli ees korralikud ummikud;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Viime, selleks, et see aitab meil oma (lapsevanema) päeva rutiini hoida;5;3;Midagi;5-10 minutit;Normaalne busii täituvus ja selle graafikust kinni pidamine;5;rohkem kui 60 minutit;5;Bussiga liigeldes ohte pole, jalgsi ja rattaga oht auto alla jääda, sest kooliteest üle poole on ilma igasugused jalgteeta;3;Hommikused ummikud kooli juures;Pargin koolist eemale;Koolihoovi sissesõidukeelu pidev kontrollimine;Ei sõida autoga kooli juurde. ;Lasta lapsed autost välja koolile lähima bussipeatuse või poe parklas
11/23/2019 5:39:16;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;5;1;1;1;1;1;Hommikul ainus võimalus.;5;1;1;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);1;3;Tal ei ole võimalik hommikuti ise minna, seoses elukohaga.;rohkem kui 60 minutit;Ei;4;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;3;Kooli hoovis liiga kiire sõit.;Pargin koolist eemale;Ei;Ei ;
11/23/2019 9:23:34;Tallinna Järveotsa Gümnaasium;Mees;;5-10 km;1;5;2;5;1;1;BUSS V TÕUKS VÄGA MUGAVAD;1;1;5;3;5;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;EI VII;5;5;KÄIBKI ISESEISVALT;5-10 minutit;ta käibki iseseisvalt koolis;4;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed;3;ei ole;Ei sõida autoga;Ei;Ei ;
11/23/2019 9:48:40;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;4;1;2;2;1;1;Et laps saaks kauem magada ja kiiremini kohale. ;2;1;2;4;2;1;1;Pole võimalust autoga järel käia ja ühitranspordiühendus on halb. ;Viin autoga kooli (isegi kui vahel harva);4;Kooli juures on halb infrastruktuur ja hommikuti tihe liiklus. ;5-10 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Kui lapsed on hommikul väga väsinud;3;3;Peaksin pidevalt mõtlema kas ta jõudis õigeks ajaks ja ilusti kohale. ;21-30 minutit;Kui ilm on sobiv ja ta saaks minna tõuke-/jalgrattaga. ;5;46-60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;2;Autod kihutavad, kitsad teed, autod üritavad manööverdada samas kohas kus lapsi auto pealt maha lastakse. ;Ei pargi, sõidutan lapse kohale ja liigun edasi. ;Suurem parkla kooli lähiümbruses. ;;
11/23/2019 12:19:51;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;5-10 km;5;2;1;2;1;1;Sest lähen nagu nii ise tööle ning viin ühtlasi ka lapsed kooli;2;1;5;1;2;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Peaksin pool tundi varem ärkama, et lastele toit varem valmis teha kuna lapsed peaksid varem kodunt väljuma.;46-60 minutit;Kui kool algaks hiljem.;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Väikesed ohutussaared suure liiklusega teel, Suurem oht langeda kuriteo ohvriks, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;4;Võiks mõelda liikluskorraldusele kooli tagumise sõiduvärava ümbruses. Hommikuti tekivad seal ummikud ja liikusohtlikud olukorrad. Kortermajade elanikud on oma sõidukid parkinud kuhu võimalik parkida on, mitmel teelõigul on vaba ainult üks sõidusuund. Abiks oleks liikuse korraldamine ühesuunaliseks.;Püüan minimaalselt takistada teisi liiklejaid. Ei sõida koolimaja hoovi vaid peatun võimalikult lühikeseks ajaks teisi juhte takistamata, et lapsed saaksid ohutult autost väljuda. Vaba parkimiskoha olemasolul pargin sinna ja lapsed väljuvad siis. ;Kool võiks teha ettepaneku liikuskorralduse muudatusteks.;"Kasutan võimalikult palju ""tervet talupojamõistust""";Muuta rannajoont!!!!
11/23/2019 13:42:44;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;4;2;2;2;1;1;Logistiliselt sobiv;2;1;3;3;2;1;1;;Viin autoga kooli (isegi kui vahel harva);4;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;3;Oleks aega rohkem iseendale;11-20 minutit;Kui sõber ka käiks koos;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;4;Kortermajade vahel pargib ja lookleb väga palju autosid;Kooli ukse ette;Vist mitte;Ei ;
11/23/2019 14:42:58;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;1;5;1;2;1;1;Sest meil ei ole autot. ;1;1;5;2;2;1;1;;Ei kasuta lapse transportimiseks autot;4;Avarii;11-20 minutit;Meil ei ole autot;4;4;Ta käib iseseisvalt kooli. ;11-20 minutit;Ta tahtis ise iseseisvalt kooli ja koolist tagasi tulla. ;4;rohkem kui 60 minutit;4;Minu arvates ei ole lapsel kooliteel mingeid ohte;4;Midagi pole märganud. ;Ei sõida autoga;Minu arvates kool ei saa midagi teha. ;Ei ;
11/23/2019 20:27:17;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;2;5;2;2;1;1;Tahavad ise minna bussiga.;2;1;5;2;2;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;alla 5 minuti;Viime halva ilma korral, Kui oleme hiljaks jäämas;4;4;Muutuks rohkem iseseisvamaks.;5-10 minutit;Ilusa ilma korral.;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Otseselt ei ole näinud.;Ei pargi kooli juures;;;Päris kooli ette lastevanemate autosid mitte lubada.
11/23/2019 20:37:08;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;2;5;2;2;1;1;Kool on suhteliselt lähedal, bussipeatused ka lähedal nii kodule kui koolile.;2;1;5;2;2;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);3;;alla 5 minuti;Viime halva ilma korral, Kui oleme hiljaks jäämas;3;4;Laps saab kiiremini iseseisvamaks ja oskab aega planeerida.;5-10 minutit;Ilusa ilma korral.;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Autodega sõitmine lausa kooli trepini.;Kui tulen autoga, pargin kõrvaloleva kaupluse parklasse.;;;Autosid mitte lubama nii lähedale kooli ette, välja arvatud õpetajad.
11/23/2019 22:26:47;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;1;1;5;2;1;1;Kool on väga lähedal.;1;1;1;5;2;1;1;;Ei kasuta lapse transportimiseks autot;5;;21-30 minutit;Ei vii last kooli autoga.;3;3;Käib iseseisvalt koolis.;11-20 minutit;Juba käib iseseisvalt koolis.;4;21-30 minutit;3;Reguleerimata ülekäigurajad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid, Väga tihe liiklus.;2;Ei ole tähele pannud.;Ei sõida autoga;Ei tea.;Ei ;
11/24/2019 7:08:59;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;2;4;1;1;1;1;Jalgsi nii kaugele ei lähe;2;1;4;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva);4;Tihe liiklus;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;4;Mitte midagi;31-45 minutit;Kui bussid tihedamalt käiks;4;46-60 minutit;4;Halvasti valgustatud tänavad, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama;3;Tähelepanematud juhid;Maxima parklasse, sest Järveotsa koolil polegi parklat;;;
11/24/2019 11:56:46;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Kuni 1 km;1;1;5;1;1;1;Teekond on lühike;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;4;Teed on kitsad, kuna tee ääres pargivad autod ja autodega tulijaid on palju. ;alla 5 minuti;Ei vii autoga;5;3;Käibki iseaeisvalt;5-10 minutit;Käib iga päev iseseisvalt;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Lubatud sõidukiirust ületavad juhid;2;Kiirust ületavad ja teed mitte andvadjuhid õuealal. Peatuvate autode vahel sagimine. ;Ei käi autoga kooli juures;Linnavalitsus peaks tegema midagi;Ei ;
11/24/2019 15:06:36;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;1;1;5;1;1;1;Elame koolimaja kõrval.;1;1;1;5;1;1;1;Elame koolimaja kõrval.;Ei kasuta lapse transportimiseks autot;3;Ummikud, väike pikivahe, lohakad autojuhid, teetööd jne.;alla 5 minuti;ei vii üldse;1;1;midagi ei muutunud;5-10 minutit;Ta käib meeleldi iseseisvalt koolis.;5;rohkem kui 60 minutit;4;oma maja juures liiklevad autod ja koolimaja ees sõitvad autod;5;kiirust ületavad lapsevanemad ja kooli personali ning õpilaste autod;Ei sõida autoga;keelata parkimine ja sõitmine  kooli lähedal teatud raadiuses;Ei ;
11/24/2019 15:46:11;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;3;1;3;3;1;1;Jala on kiirem;2;1;1;5;3;1;1;;Ei kasuta lapse transportimiseks autot;3;Ülekäigurada ei ole turvaline , kuna autod pargivad tee ääres. Selle tõttu kui inimene astub ülekäigurajal on halvasti näha teda.;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;5;Laps käibki enam-vähem jala.;11-20 minutit;Laps käib iseseivalt;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;3;Ei tea;Ei;;;
11/24/2019 17:50:26;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;1;5;1;1;1;1;Kõige mugavam tulla teisest linnaosast;1;1;5;1;1;1;1;;Ei kasuta lapse transportimiseks autot;4;Tavaline liiklus, pole kunagi täiesti ohutu;alla 5 minuti;Ei vii, oli kohustuslik küsimus ja ei saanud täitmata jätta;4;4;Käibki ise;21-30 minutit;Käibki ise;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Lubatud sõidukiirust ületavad juhid;3;Ei ole näinud;Ei liigu autoga kooli juures. ;Ei tea;Ei ;Mujal on ohtlikum kui kooli juures, autojuhid kihutavad, sh kitsastel tänavatel majade vahel
11/24/2019 18:53:24;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;1;1;5;1;1;1;Kool asub kodule lähedal. ;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;Ei vii last autoga kooli. ;5;5;Laps käib koolis iseseisvalt. ;5-10 minutit;On nõus ja käib. ;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;3;Ei ole tähele pannud ohtlikke olukordi.;Ei liigu autoga kooli juures. ;Ei tea. ;Ei ;
11/24/2019 21:33:13;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;1;1;5;1;1;1;Kooli piisav lähedus kodule;1;1;1;5;1;1;1;Piisav lähedus kodule;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;Ei vii autoga ;5;5;Ta käibki iseseisvalt;5-10 minutit;Ta ongi nõus;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;3;Midagi hullu pole näinud;Ma ei käi seal;;;
11/24/2019 23:53:04;Tallinna Järveotsa Gümnaasium;Mees;10.-12.;1-5 km;3;1;2;3;1;1;Bussid veel ei sõida kohta kuhu kolisime, sellest tingituna on kooli liikumine kaootiline ;1;1;1;4;2;1;1;Enamus ajast liigub jalsi koju, harva saame autoga;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;Liiklusavariid;5-10 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Viime, selleks, et see aitab meil oma (lapsevanema) päeva rutiini hoida, sest bussiliini pole veel pikendatud;3;3;Ei pea kellaajaliselt kodust väljuma;31-45 minutit;Kui buss sõidaks, ilusa ilmaga liigub alati ka jalgsi;4;rohkem kui 60 minutit;4;Halvasti valgustatud tänavad, Suurem oht langeda kuriteo ohvriks, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;3;Hilinevad lapsevanemad kiirustavad ületades kiirust, seades ohtu õpilased.;Ei pargi , vaid ootan värava taga ning liigume kohe edasi;Väga raske oleks koolil midagi muuta suurte majade vahel;Ei;
11/25/2019 8:21:48;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;4;2;1;1;1;1;Kattub töölesõidu aja ja marsruudiga;1;1;5;1;1;1;1;Mugav bussiühendus koduga.;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);1;2;Väga ei muutuks midagi, kuna tööle lähen ise nagunii.;21-30 minutit;On juba täna.;4;31-45 minutit;3;Reguleerimata ülekäigurajad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;1;"Järveotsa Gümnaasiumi lähedal Maxima ja ostukeskuse parkla, kuhu tuuakse lapsed tihti autoga, samas liigub palju lapsi autode vahelt risti üle parkla ""lõigates"" kuigi on olemas kõnniteed. Liiklus enne tundide algust on väga tihe.";Tulen autoga, peatun Maxima ees (Kollane keskus).;Teavitust lastele ja lapsevanematele, et nad kasutaksid kõnniteid ja ülekäiguradasid, selle asemel, et võita 20 meetrit ja lõigata autode vahelt läbi parkla, kus on neid raske märgata, lisaks lastakse lapsed ikka läbi, mistõttu kogunevad autod pööretel rivisse.;Oma lapsele liiklemist õpetada.;
11/25/2019 9:35:48;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;2;2;5;2;1;1;Kool on làbedal kodule;2;1;2;5;2;1;1;Kodu on làhedal;Viin autoga kooli (isegi kui vahel harva);3;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;4;Kàib praegugi;5-10 minutit;Kàib juba;4;46-60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;4;Autod sôidavad sisse keelumàrgi alt, kus ei ole lubatud sisse sôita kooli ôuealale;Parklasse vàlhaspool kooli siseôue;Piirata tôkkepuuga autode ligipààsu kui ei ole koolipersonaliga tegu;;
11/25/2019 11:23:29;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;4;1;4;1;1;1;Hommikul tööle minnes kool asub tee peal;2;1;1;4;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest nii on ohutum;5;5;Esimeses klassis laps vajab vanemate abi. Teisest klassist alates ei näe probleemi kui laps käib iseseisvalt koolis. Minu elus ei tohi eriti midagi muutuda.;5-10 minutit;Kui kasvab natuke suureks, hetkel 7-aastane ning vajab abi.;3;46-60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;3;Lapsed ei jälgi mis toimub ümber ringi, kõrvaklapid peas, vaatavad telefoni ekraanile;Sõidan autoga aeglaselt, jägin lapsi;Kutsuda politsei, kui joodikud istuvad pingil kooli ümbrusel;Olen kooli ümbruse liikluses topelt tähelepanuga;Politsei võiks teha mitu tiiru päeva jooksul, kontrollides et kooli ümbruses on kõik korras.
11/25/2019 11:50:55;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;5-10 km;5;2;1;1;1;1;Saab hommikul kauem magada, koolikott on raske, ühistranspordi peale ei saa kindel olla.;2;1;4;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;11-20 minutit;Sest nii on ohutum, Koolikott on raske;4;4;Eriti midagi;31-45 minutit;Meil puudub kergliiklustee bussipeatuseni. See on ohtlik, eriti talvel lumevallidega. Teel on kohti kus isegi ei mahu 2 autot kõrvuti sõitma. Hommikuti on see tee väga sõidetav.    Linnavalitsusse oleme antud probleemiga pöördunud korduvalt.  Kahjuks abi ei saa.;4;31-45 minutit;1;Reguleerimata ülekäigurajad, Lubatud sõidukiirust ületavad juhid, Puudub kergliiklustee ja laps peab kõndima autotee ääres.;4;Ei ole tähele pannud;Ei sõida kooli juurde. Pargin eemale parklasse.;;;
11/25/2019 12:09:15;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;4;2;1;1;1;1;Ise sõidan autoga tööle ja viin lapse kooli ;1;1;5;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva);4;;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Suhtlust oleks vähem ;31-45 minutit;Elaksime kooli lähedal;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad;4;-;Kooli taha või lähedusse ;;;
11/25/2019 12:49:25;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;2;4;1;1;1;1;Sõpradega ühistranspordis lõbusam;1;1;5;1;1;1;1;pole võimali, autoga, sest vanemad tööl;Ei kasuta lapse transportimiseks autot;5;-;11-20 minutit;Kui lapsed paluvad;5;5;ei midagi juba käib ise;21-30 minutit;juba käib;4;46-60 minutit;4;Reguleerimata ülekäigurajad, Väikesed ohutussaared suure liiklusega teel, Suurem oht langeda kuriteo ohvriks, Lubatud sõidukiirust ületavad juhid;5;autod liiguvad kooli territooriumil, seda tuleb ära keelata;ei tule, ei pargi;ära keelata, pigem kinni panna sisse sõit kooli territooriumile. ;;mitte lasta autod kooli terrtooriumile. 
11/25/2019 14:38:30;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;2;4;1;2;1;1;Kiireim viis kooli jõudmiseks. ;4;1;4;1;2;1;1;Kiireim viis koju jõudmiseks;Viin autoga kooli (isegi kui vahel harva);4;-;5-10 minutit;Viime halva ilma korral;4;4;Laos käibki 98% ajast ise koolis;11-20 minutit;Ongi nõus;4;46-60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Lubatud sõidukiirust ületavad juhid;5;Lapsi ei lasta üle tee;Ei käi üldjuhul autoga;;;
11/25/2019 15:02:01;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;1;4;1;1;1;1;Buss väljub kohe maja eest.;2;1;4;1;1;1;1;buss väljub kohe maja eest;Viin autoga kooli (isegi kui vahel harva);4;kitsad täis pargitud piiratud nähtavusega tänavad;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Kui oleme hiljaks jäämas;5;2;Kui kogu tee jala hakkaks minema, siis tõuseks hirmu tase õnnetuste juhtumise ees, kuna tänavad väga täis pargitud ja piiratud nähtavusega, hommikud pimedad;21-30 minutit;kui vaja, siis läheb;4;21-30 minutit;1;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;3;Möödasõidud reguleerimata ülekäigurajal, kus vahetult ennem läheb sõidurada kaheks. Tihe parkimistihedus ja lapsi auto varjust teele tulemas raske märgata. Hommikuti kooli territooriumile autodega kiirustavad vanemad, kuigi on keelatud siseneda.;pargin eemale, sest hommikuti keelatud sissesõit ja palju lapsi liikumas, ei taha ohtu seada;tõkkepuu, pääseb vaid lubadega sisse;teen juba, pargin eemale ja lasen lapsel turvalisemas kohas väljuda;kooli suubuval tänaval parkimine hommikuti keelatud, vaid peatumine või kellaga osalise ajaga, et oleks ruumi lapsi tuua
11/25/2019 15:02:09;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;1-5 km;1;1;2;4;1;1;T;1;1;2;3;4;1;1;T;Ei kasuta lapse transportimiseks autot;3;;11-20 minutit;Viime halva ilma korral;5;5;Käibli;21-30 minutit;Käibki;4;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Väikesed ohutussaared suure liiklusega teel, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;1;Sõiduautode saalimine;Jala;Jah tõlkepuu paigaldada;Ei;
